Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
BCL2L12	1.25979381861546	2.93512065437564	7.15672179882325	2.2889344543000697e-11	1.4506955454049401e-09	15.4427010746131
GAPDH	1.25949987386609	9.4703848880071	4.96780060329952	1.62376135686174e-06	2.10454946477699e-05	4.66259656344557
BAX	1.23928603547842	3.70489135532071	7.7139347445363	9.43366045398303e-13	9.23744031654018e-11	18.5428539187882
HIF1A	1.23696875047324	5.95129272033993	5.62272890351977	7.46546068786091e-08	1.52454204495379e-06	7.61632913312175
YWHAZ	1.23469746127834	7.10911000767242	6.41107463311149	1.3422817134234702e-09	4.81451375012552e-08	11.4950507870738
PLK2	1.23058041435849	3.22192129985569	4.39628425531088	1.92314896850461e-05	0.000172055502052	2.31040262362829
CASP1	1.22103172785197	2.92857565205893	3.90033038463914	0.000137570756208	0.0009185767778994	0.456067224417114
MIF	1.19828642779306	5.7964614861551	4.04130800230208	8.00227625375391e-05	0.000578503426185	0.964680691706735
HSP90AA1	1.18322433118669	7.83293793004353	5.98579635196903	1.22041411030139e-08	3.25621116296217e-07	9.36169257217288
HSPA1A	1.17831660958639	4.87639687856183	2.84304175611236	0.0050097914404417	0.0187486633995052	-2.85699348999185
PPT1	1.17377165335758	5.31564941434115	4.62270751772814	7.40814028787474e-06	7.67683720384974e-05	3.2157333710223
CTSK	1.17302609627656	4.48082300938951	2.9463599301662	0.0036612527927489	0.0144519308934817	-2.57397787012311
BCL2A1	1.16390171332002	1.92498220661407	3.93005941510407	0.0001228612802551	0.0008351667172913	0.562073430418168
GLA	1.14836480172776	3.56661194947301	5.43114674143716	1.88579156919264e-07	3.41324788272354e-06	6.7254549207848
LAPTM4B	1.13898897481687	5.72179901569628	4.6170332281327	7.59051272969679e-06	7.84032707269947e-05	3.19261147919703
CTSZ	1.13806539592995	5.50873585219418	4.44966956711372	1.54050159658875e-05	0.0001429819112208	2.52063112688519
PRKDC	1.13673172342627	4.67730655384074	5.40981413767753	2.08807803813909e-07	3.71858508233838e-06	6.62759220485752
GLS	1.13147319429631	3.61479044979544	4.75043437140404	4.26153772864202e-06	4.75815022107898e-05	3.74199270803652
SLC1A5	1.12074991203159	5.70748054382304	5.476567606681	1.51668473895856e-07	2.82345569655555e-06	6.93472181051115
BID	1.12067063983393	2.97787427520032	5.98248304156945	1.2411427123985e-08	3.29803783983883e-07	9.34543899584997
LYN	1.11627925312108	3.37932451206834	3.93690478594847	0.0001196927729131	0.0008173163405618	0.586577294231367
TFDP1	1.11514325196347	5.014086928077	5.72576759546064	4.49732014934646e-08	9.7861686449779e-07	8.10421783187404
PTGS2	1.11110216614349	2.24054367093364	2.655676128131	0.0086587911542132	0.0294245646302467	-3.34670778783617
GCLM	1.11089537622003	3.38181064351039	2.8267139071984	0.0052602759163166	0.0194866079241913	-2.90088052043496
MSH2	1.1093115545315	3.10941109387756	6.03017267442213	9.734317767683222e-09	2.69098898213937e-07	9.57994452225582
MET	1.10313442262646	4.25444260719383	3.66424883202441	0.000330129389301	0.001924321060442	-0.36163590398716
SREBF1	1.1005937380665	4.45958268905896	4.69451963834281	5.43570484864709e-06	5.88137258319915e-05	3.51025412035226
RAB34	1.09517563524462	3.62558755932481	3.28524610866359	0.0012347769352895	0.005808760869736	-1.5823122472687
TRIM14	1.0902825454243	3.82761665416433	5.05446697284656	1.09618294387121e-06	1.51714818182147e-05	5.03822851434661
PRNP	1.08307032076703	5.70206453245062	2.86182796874622	0.004735082816585	0.0178785571504494	-2.80621452772647
RIPK2	1.05987298254662	3.03851089120644	5.34477344645103	2.84424722253859e-07	4.85206773573133e-06	6.33090112436886
BAK1	1.05973148593231	4.2292288497303	5.18974927628689	5.88245922685814e-07	8.96514252908871e-06	5.6341024776236
IL1B	1.04984205820481	2.34169737242423	2.51865123425621	0.0126929295236133	0.0401191626517823	-3.68538047186796
PML	1.04820056313091	3.81198006626902	5.00671501282116	1.36191690936653e-06	1.82308822645483e-05	4.83066449046636
CEBPB	1.0418765956572	6.13196321552589	3.79193949612762	0.000206655649948	0.0012984100893755	0.0752907030313805
CDKN2D	1.03438494004693	2.79080392811238	5.2547079915045	4.34576935225557e-07	6.92494279858203e-06	5.92428315675827
CHEK2	1.03083302672134	1.87785711370304	6.82230658048598	1.46412887532019e-10	7.206069801143551e-09	13.641647145245
PHLDA3	1.02766541940569	3.57107396045119	2.76893185263821	0.0062410629436979	0.0224430732077451	-3.0543403484972
HRAS	1.02609829191306	3.94345340509624	4.50365852454855	1.22851688870271e-05	0.0001183012383655	2.73527451518611
GZMB	1.01766240854282	2.04264994626455	2.99939406701329	0.0031067808068996	0.0126862375567812	-2.42516195764812
TNFRSF10B	1.01735048425777	3.84580809200695	4.29066717094719	2.96601279038763e-05	0.0002487640020854	1.90045571634043
FADS2	1.0049110926382	2.00660416958418	2.75563406441079	0.0064890903625903	0.0231663562489658	-3.0892475212135
CTSL	1.00096191390237	4.33918456737127	3.14799388458125	0.0019382640739943	0.0084616503845533	-1.99552257586339
FANCD2	0.997002705958045	1.90000669353798	5.45208667305475	1.70586763746585e-07	3.12221605720853e-06	6.82177940748755
BRCA2	0.993640526773259	1.56132307702351	5.65291589312145	6.43924831651143e-08	1.34155573436766e-06	7.75863990188873
E2F2	0.991548226086982	1.96259701988548	5.09786178756887	8.98862469731363e-07	1.27780256891057e-05	5.22811247974522
BIK	0.982486571977312	3.32670322559339	2.86558940485288	0.0046817604709575	0.0177037260210913	-2.79601090982408
IRF1	0.980105150973404	3.28333877718344	3.47218921050739	0.0006529000345949	0.0034096791665196	-0.994644463727875
BCAP31	0.966585982644262	5.89542331669872	6.2531051284857	3.0792488890521204e-09	9.71079069938756e-08	10.6919044509804
PGAM5	0.964487713065355	3.81251820203592	6.03001430678983	9.7421935678963e-09	2.69098898213937e-07	9.57916378350127
TNFRSF10A	0.949371918138376	2.86111467977632	4.46397322029458	1.45112885991284e-05	0.0001363017150721	2.5772991814912
CTTN	0.945526691808084	5.15165266470542	3.16723973918722	0.0018210956795143	0.0080275781599261	-1.93852353180076
HDAC1	0.943792731495976	5.19840344419739	5.72553962421434	4.50239457906412e-08	9.78633689638087e-07	8.10313176001154
IFNGR2	0.94042749780811	4.55416761373946	5.54043610999963	1.11433890341531e-07	2.16715124970063e-06	7.23103710158075
IKBKE	0.936934186153208	2.75516555501926	4.24555483132258	3.56071321584596e-05	0.0002905871755489	1.72779579329535
PAK2	0.936877612524339	4.99037853081857	5.80261905818369	3.07016163348006e-08	7.14422777077616e-07	8.47199896813826
PARP1	0.933306423486227	4.62976515413166	5.28191486119534	3.82535403964854e-07	6.19138293491545e-06	6.04659234750953
PPP1CA	0.930192542316881	5.4368008387301	5.43250863866449	1.87354739980771e-07	3.3942231524361e-06	6.73171178508445
BCL3	0.924425244626966	5.2925231484776	4.12480318460932	5.76731760649302e-05	0.0004357528858239	1.27292608416991
MYBBP1A	0.923800732093224	3.88838827556706	5.33122289433181	3.03247325783102e-07	5.11524171243435e-06	6.26940931422995
EIF2AK2	0.922388474466496	3.80589242910673	5.31743900312647	3.23637051288193e-07	5.3941344786621e-06	6.20697272892824
NOC2L	0.916284761810332	4.11588563999495	5.7267741502857	4.47498194556322e-08	9.74839226050168e-07	8.10901348237723
NCK1	0.915183719806699	3.46937466635285	4.59913412726248	8.19460549961943e-06	8.36721345696282e-05	3.11981986488536
YWHAE	0.9105851808488	6.60463187824436	6.04261280402123	9.134775244035691e-09	2.5483680680797e-07	9.64131461549102
TRAF2	0.906365994245161	2.87876104730987	5.5571357805772	1.02765658140366e-07	2.02267602916676e-06	7.30890746697799
TP73	0.905587372014499	1.53316026426736	2.88723971950443	0.0043853634202949	0.0167590874095646	-2.73704390919714
RHEB	0.905083667539672	4.45241284663024	5.35324945738809	2.73234840643031e-07	4.68977311056364e-06	6.36942130696737
SGPL1	0.903455009854409	3.82985057215464	6.13787429579561	5.59965741770173e-09	1.63677150549658e-07	10.1139471227242
LIPA	0.898593895108456	3.95996402444973	5.16207051553136	6.68738419293155e-07	1.00203314486895e-05	5.51125214680815
STAT2	0.893853014222911	4.15961031841118	4.75358090368036	4.2033244945052e-06	4.70656986280102e-05	3.75509596500167
HIP1	0.891068354599435	2.8421699973735	3.75988436244824	0.0002327036390919	0.0014329398500744	-0.0355862274868111
PIM2	0.890696723486067	3.05658929138963	2.74461298514156	0.0067013944831308	0.0237538659832824	-3.11806179445229
MAZ	0.888479272637141	4.73882374257967	4.46354257137226	1.45374529897494e-05	0.0001364820131118	2.57559094422288
HMGB1	0.887514260762397	4.88999183832186	5.11126291822288	8.4523217919897e-07	1.21624004389659e-05	5.28699303654465
PAWR	0.886988275138484	3.03798846325217	4.91659839427002	2.04356967292492e-06	2.54264729825677e-05	4.44295055037183
PCGF2	0.876754703713932	3.39905256940681	4.30241575721107	2.82751646993677e-05	0.000239818460577	1.94566240955518
PDCD10	0.870649679803227	4.05952344413142	5.59238532121196	8.65746921283393e-08	1.73184756960306e-06	7.47380649193982
GM2A	0.870027387000528	4.59840775706139	2.73257405509322	0.0069404875121044	0.0244289193812101	-3.14941643997744
AP3M2	0.869071341051175	2.12755213201741	4.79333578319204	3.53090033357279e-06	4.0474782704646e-05	3.92121923308477
GPR137B	0.868134804884115	3.37141571797482	4.46474910915935	1.4464263182084e-05	0.0001360557781738	2.58037719611031
PSME3	0.861360774535968	5.09999254647545	6.37001909551928	1.66748053876294e-09	5.73918082093735e-08	11.2851329578787
GSS	0.842501158023572	4.76005222673809	5.42168117252358	1.9730738442654e-07	3.53852364158367e-06	6.6819984353463
PSMD10	0.842379468032984	4.09379498492317	6.00099308678993	1.1296068148161e-08	3.04195963516784e-07	9.43631562941845
KDM1A	0.842340025957533	4.15955885578503	5.3116236979669	3.32634268038951e-07	5.52060127565663e-06	6.18066585859883
SLC39A8	0.84107236896592	2.1066861554853	3.01738283447222	0.0029369943203465	0.0120988844698501	-2.37414234992604
POLB	0.837094853777061	2.39697899402577	4.44280512644655	1.58524964786514e-05	0.0001464411750178	2.49348672227587
MSH6	0.832984287479539	2.81252529857045	4.60832625676225	7.87880250244001e-06	8.09540756599082e-05	3.15717474153831
DAXX	0.820955127477951	4.06691021325673	6.96147749935493	6.80174367852136e-11	3.77667880665305e-09	14.3854008818502
MAPK8IP2	0.818271784643371	1.43087036197453	2.79900932703891	0.0057115242069049	0.020802397260187	-2.97482002281695
NONO	0.818173495084232	6.06465603146859	5.18088791441267	6.12931686079311e-07	9.26207881186515e-06	5.59471998589073
GSDMD	0.812985921934325	3.12684357156978	4.06941398146805	7.17084242543165e-05	0.0005255755166903	1.06786355817974
LCK	0.803440407993971	1.72919077285487	2.43869780160893	0.0157566386352118	0.0479307255408495	-3.87530272083046
CASP2	0.794335048989413	2.97190975709921	5.11972413419526	8.12985903295117e-07	1.17588743944842e-05	5.32422739468732
BBC3	0.793311291850001	1.99287024544927	3.58328536767001	0.0004415524887286	0.0024496781697625	-0.63205472656622
VDAC3	0.788194810132893	4.58765264676273	3.34304055911945	0.0010168558505801	0.0049514705585322	-1.4036702306949
YWHAB	0.784877739753607	6.93103824454632	5.74456943884646	4.09750950299137e-08	9.06730238492464e-07	8.1938915577226
RAB7A	0.784317017614843	6.90885403606397	4.85027875128302	2.74591347725403e-06	3.24734115570912e-05	4.16099659917564
TXNDC12	0.778247522976697	4.45074977059361	5.82224622687927	2.7835499777317e-08	6.55325146199328e-07	8.56645262442685
CSF2	0.776782486317713	0.806162958554984	2.77352963874695	0.0061573296306343	0.0221949463438878	-3.04223527648455
AATF	0.774765269077076	3.73996208766148	5.85999713028411	2.30401340989546e-08	5.63318334823879e-07	8.74872074931241
RBCK1	0.774311442039965	4.60293995592868	4.71229521871863	5.03212245203126e-06	5.50246153548744e-05	3.58369665332289
SOD2	0.772958245636513	4.31142292185983	2.80967321476956	0.005533819809911	0.0202836387990389	-2.94643818891084
PTPN1	0.772132781959062	4.46175514031165	5.47773821640216	1.50817085947812e-07	2.81027765100091e-06	6.94013126327701
OTUB1	0.767669137472845	4.56880166404538	5.0055394565766	1.36918973483201e-06	1.82753479722431e-05	4.82557309525132
DDIT3	0.764918725758971	3.73311155974992	3.18189778814408	0.0017363001338276	0.0077158388520266	-1.89490486176815
NFKBIA	0.758225720028343	5.76001435288474	2.81406454513567	0.0054621165515857	0.0200958276434821	-2.9347221219055
S100A13	0.75546462182205	2.96383593265191	4.309049893779	2.75207323344704e-05	0.0002341294622234	1.9712333611989
FAS	0.75151295761337	2.36879149014566	3.25671046395735	0.0013577439339919	0.0062848356560256	-1.66950434348937
YWHAH	0.751006612592934	5.8555208789128	4.72660734206995	4.72836026505515e-06	5.21302320498737e-05	3.64298427047651
CDK5R1	0.750532797169186	1.66612420171075	2.5182543132518	0.01270672239971	0.040156277469085	-3.68633738000727
PDCD6	0.750361622330308	3.2067522050485	4.63629276043128	6.98851841231725e-06	7.29547679034227e-05	3.27118070295055
STK3	0.748562528419732	1.83057764441076	5.71636306345096	4.71137099274437e-08	1.01728213364835e-06	8.05943819748556
PEA15	0.74432196441443	5.62293689241387	4.61110316934837	7.78573040292639e-06	8.01238803000054e-05	3.16847092979739
MYH9	0.740510294175018	7.58937093904937	4.00044845427745	9.37658263706671e-05	0.0006636465282411	0.815729320469742
HGS	0.739252291594561	4.02856572137208	6.11325753048825	6.3573143103062605e-09	1.82553729403281e-07	9.99136048203347
STYXL1	0.738629581301729	3.49484732397859	4.1355341648438	5.52763504425492e-05	0.0004205641208496	1.3129167386397
RPL8	0.738380994736046	8.76410439473571	3.45228078145342	0.0006996213595868	0.0036132343634361	-1.05857586331705
CHMP4B	0.735937673669638	5.87732081365384	4.98389511799915	1.51002807491142e-06	1.98073608968957e-05	4.73198907352452
DEDD	0.734879796055408	3.77957005533005	5.99242274989787	1.17997103105603e-08	3.15690610275973e-07	9.39421617234838
TRIAP1	0.731961232383302	3.6157230098744	5.66253035051845	6.14235859559534e-08	1.28792238475524e-06	7.80407457975787
RAB8A	0.729985267762067	3.33676267064515	5.46116047888954	1.63320615677138e-07	3.00044177994472e-06	6.86359996071883
YWHAQ	0.727620348822991	7.03509607793433	4.25600248261598	3.41358567435891e-05	0.0002801829918132	1.76765150357297
BCL2L11	0.726036252687549	2.68993046785223	4.61473243290915	7.66568785104205e-06	7.90546766060071e-05	3.18324236059589
TMC8	0.724754248251238	1.92386189169766	2.89819145756693	0.0042420594788345	0.0163151007135694	-2.70706244447174
CTSA	0.724094469085441	4.96087535242426	3.41999777922612	0.0007820993484042	0.0039588094182345	-1.1615660513396
IFNGR1	0.722536189167219	5.42580860120701	3.58676384566484	0.0004361133624128	0.0024249983218325	-0.620543091479028
TMEM102	0.72203354313828	2.75457675395747	4.57668446940251	9.01802382401785e-06	9.10049621920279e-05	3.02883329414996
DNAJA1	0.719763060777376	5.46920281560312	3.79569531128911	0.0002037911931241	0.0012837075349448	0.0883338591528515
FOXK2	0.719732643364301	3.28879209750499	5.60254484918354	8.2390175899892e-08	1.65660082630748e-06	7.52146644775711
SHISA5	0.719428690467471	5.04942966148986	4.90208580339368	2.18055319934213e-06	2.68324434283406e-05	4.38100497480397
SMAD3	0.718757506398737	3.89167906981957	3.1803181935863	0.0017452586639675	0.0077433497225055	-1.8996139326997
LTBR	0.716519817734973	4.68414185458097	4.17108026151515	4.79984333135361e-05	0.0003730163960366	1.44598992683961
ST20	0.713612947860864	1.37784730761721	4.75775010783748	4.12737389209746e-06	4.63477582011678e-05	3.7724681992235
GPX1	0.712818274446565	6.22145889670083	3.5271299133371	0.0005386947258566	0.0029030813184305	-0.816563944523359
TBK1	0.711019411731426	3.07848555718266	4.80391259700312	3.37031032542517e-06	3.89405058484522e-05	3.96559386654693
SNW1	0.709690364222621	4.36939666786631	6.04575429264756	8.989193482430511e-09	2.51491950228456e-07	9.65682521338764
CAPN1	0.709511491991743	5.52217035080624	3.42529133599159	0.00076797863637	0.0038974070004331	-1.14473610263468
PPP1R15A	0.708751247498162	4.73836863057646	2.53289959762732	0.0122065730241204	0.0389273589059726	-3.65093748239548
CASP8	0.707783372715107	2.72398751672104	3.85378180890305	0.0001640097540168	0.0010695860881335	0.291439135243516
MTDH	0.704050624474491	5.26619264681036	5.15343029474914	6.95988449228428e-07	1.03416068207053e-05	5.4730009895917
SIAH2	0.701753674663908	4.58490958498691	2.85600770039457	0.0048186848560931	0.0181513991578625	-2.82197913960591
CDK5	0.698737436804812	2.05248776627813	4.63073649470501	7.15729284007625e-06	7.44784394155437e-05	3.24848790185165
RALB	0.698446688761099	4.71454866795386	3.66091860062406	0.0003341339098821	0.0019440518393143	-0.372860767989037
TRIM65	0.696795288790459	2.84728687649346	4.99819008505366	1.41551958499475e-06	1.87608574068946e-05	4.79376270355471
SNX5	0.695789456245065	3.70977153985607	4.45337259299006	1.51686919928151e-05	0.0001413915582995	2.53528794740147
GNA13	0.69571040941704	4.71204736785001	4.21963501881612	3.95241211217416e-05	0.0003164490866255	1.62925882742423
YBX3	0.691404591774254	5.04714744369597	3.01788993891988	0.0029323342297321	0.0120847713710172	-2.37270013203753
EIF4G1	0.690844833304461	6.17859760637432	3.94582187823624	0.0001156817625782	0.0007926912660367	0.618550369106267
DEDD2	0.690359010268189	3.69986303672194	4.14121182914934	5.40470185286674e-05	0.0004131369285189	1.334109754016
STK4	0.686123875156706	3.16527678927176	4.2909755289761	2.9622960548588e-05	0.0002485587229578	1.9016409595282
HNRNPK	0.685702641217119	6.38194358372658	6.88857216957214	1.01738753952624e-10	5.2990738228941205e-09	13.9947323155368
SYK	0.683702093175417	3.48790005731518	2.56958204637125	0.0110302188121485	0.0358057028372479	-3.56143574523044
CIB1	0.682711661212712	5.92392702042145	2.94661438865847	0.0036583883626391	0.0144476462379362	-2.57326956513214
RB1	0.68189286077157	4.15618868826808	3.48081065508469	0.0006335893921145	0.003326599103263	-0.966859719743184
SENP1	0.681539274681107	2.63337147243651	4.91526436506225	2.05580512201352e-06	2.55462484197417e-05	4.4372506419213
PLK3	0.680590544250846	2.96773540365097	2.94648499285097	0.0036598447096297	0.0144504836276994	-2.57362975531923
TMEM161A	0.679722026664284	3.12891758624038	3.88244009128775	0.0001472135061901	0.000973996386901	0.392599024968367
LZTS1	0.675369542023033	1.55695328723988	2.52842800117923	0.0123573830674427	0.0392868490248047	-3.66176620745387
NKX3-1	0.665852919806979	1.40381633308751	2.5270387632581	0.0124045745992396	0.0393921175533498	-3.6651268686601
TIMM50	0.665790841439929	2.98175436538838	4.75633960854282	4.15291933250971e-06	4.66078923827336e-05	3.76658962989807
TMEM14A	0.660822369150247	4.53908369327687	2.54836275874717	0.0116976593154326	0.0375675565814091	-3.61335413910178
NBN	0.656953107510561	3.58930961867527	4.07540364295681	7.00463881415282e-05	0.0005147423885041	1.08992885494742
USP10	0.655858428427509	4.41812820150445	4.66513899203268	6.17220689729845e-06	6.5480227452163e-05	3.38933231487503
IL13RA2	0.652096853554403	0.775631544133049	2.57369052907959	0.0109050044567711	0.0354697902809178	-3.55133726461471
CDC37	0.64916000596549	5.26106891914344	5.34174008667842	2.88536774828053e-07	4.90938679255655e-06	6.31712622368983
PARP2	0.647852114073275	2.48786960747172	4.45245086562972	1.52271878106773e-05	0.000141801828856	2.53163878886798
CD300A	0.646629627342816	1.16589687121953	3.36175666684475	0.0009543641481763	0.0046897098723437	-1.34523347991437
TGFB2	0.644111347817894	1.23129483347318	2.5314947838086	0.0122537739011519	0.0390334918803121	-3.65434138739799
TMEM39B	0.640749306804939	2.7886541897696	4.31001629231311	2.74124578163729e-05	0.0002334687358631	1.97496093500574
DYRK2	0.634983124379742	2.91476332564808	2.9714664665956	0.0033883325586963	0.0136089222373892	-2.50382607415302
RTKN2	0.634104843156849	1.16801639036987	3.24693975467908	0.0014024030754447	0.0064531630238511	-1.69920502983255
ATP6V1C1	0.634065021704716	3.64849420138667	4.47623774493521	1.37848786166028e-05	0.0001306062229451	2.62600294359446
PDIA3	0.631306376096616	6.94536788210516	3.64350622493087	0.0003558291908444	0.0020453650934835	-0.431408915458301
NMT1	0.631291453106789	4.32093902279676	5.52359394181865	1.20897663099455e-07	2.32123513150954e-06	7.15266675665195
BLOC1S2	0.630770577473282	3.45785346126777	4.41748188303842	1.76138550683225e-05	0.0001604000241512	2.39363684612927
SNAPIN	0.630703067678831	3.72580065012807	4.45640609451225	1.49776982439573e-05	0.0001399442950427	2.5473019261533
M6PR	0.628793813262049	3.89633290347152	3.9502462744379	0.0001137394011356	0.0007807474349249	0.634436790363313
CD68	0.628003629511672	1.19169213357243	3.79199277884879	0.0002066147472472	0.0012984100893755	0.0754756665505045
SIVA1	0.626683350305814	3.25263988013332	4.13223858220336	5.60021209700579e-05	0.0004254249561976	1.30062620959773
CASP3	0.626281357573264	3.92673220971922	3.76937006266313	0.0002246883876361	0.0013947059852507	-0.0028585811064658
DAP3	0.615223122748563	4.15070783248894	4.82717706397468	3.0415567731186e-06	3.55617002058236e-05	4.06346040733628
ITGAV	0.612782436971771	4.77525487639188	2.42440623068563	0.0163686612725191	0.0494697318458356	-3.90864983096496
GNA12	0.612551268896049	3.94837006306856	3.36890579406473	0.0009314553096159	0.0046029827866562	-1.32283661359076
RPS7	0.612533450679781	6.16050918122347	3.4251800020363	0.0007682731488416	0.0038978915406512	-1.14509030301447
AUP1	0.602748621033984	5.39333952990879	4.56854166485445	9.33595542524413e-06	9.38098260892668e-05	2.99591697872813
DNASE2	0.595633300518472	4.34603555675896	3.54552469410335	0.0005048541606283	0.002742157412416	-0.756401005963353
PTPN2	0.595313820837631	2.69818523493453	4.03816454169676	8.10078508124741e-05	0.0005841155192604	0.953177022132639
